957	958	0.0291
961	962	0.0278
967	968	0.0062
969	970	0.0333
974	975	0.1441
976	977	0.0104
990	991	0.1167
996	997	0.5000
998	999	0.0649
1005	1006	0.0113
1012	1013	0.0640
1014	1015	0.0841
1017	1018	0.1250
789	1019	0.0680
1020	1021	0.0030
882	1029	0.0081
1032	1033	0.1177
1034	1035	0.0009
1036	1037	0.1742
1038	1039	0.0013
1042	1043	0.2618
1044	145	0.0010
1045	1046	0.1429
173	1049	0.0001
446	1053	0.0121
1055	1056	0.5086
1057	1058	0.0081
1060	1061	0.1078
1064	145	0.1726
1065	1066	0.2282
1067	956	0.0423
1068	1069	0.2626
1072	1073	0.1275
1076	1077	0.3230
1078	1079	0.0997
1080	123	0.0001
1084	1085	0.0145
1086	1087	0.0433
1094	1095	0.0957
138	1096	0.0597
1097	1098	0.0314
1099	1100	0.0920
1101	1102	0.2000
1107	1108	0.2424
1114	1115	0.0769
1116	1117	0.0164
1122	1123	0.1067
1124	763	0.1159
1133	563	0.0185
1134	1135	0.0333
1137	1138	0.3352
1139	1140	0.0092
1143	1144	0.0116
1151	374	0.5474
1154	1155	0.0462
1156	1157	0.1024
1160	1161	0.0658
8	1163	0.0180
1164	1165	0.1265
474	1167	0.1403
731	1168	0.1137
1169	1170	0.0182
1171	1172	0.0130
1175	1176	0.0220
1179	1180	0.4068
1181	1117	0.2161
1182	115	0.0392
1183	1184	0.1911
1186	1187	0.5000
1189	1190	0.2138
885	1193	0.1356
1199	170	0.0769
1204	1205	0.0002
595	1198	0.0115
1208	1209	0.0002
1210	1211	0.0067
1212	1213	0.0173
1216	155	0.4502
109	217	0.5943
1217	1218	0.0208
1219	1220	0.0730
1223	1224	0.0614
1225	1226	0.0837
1227	1228	0.5000
1231	265	0.0099
1232	1233	0.2518
985	1238	0.0024
1239	3	0.0284
724	1209	0.0030
1256	1257	0.0005
1258	1259	0.0552
1261	389	0.1515
1264	398	0.0030
1267	1268	0.1030
1275	1276	0.1642
1279	1280	0.1394
1281	1282	0.0001
1283	1284	0.2500
1287	1288	0.2455
1291	1292	0.0135
419	1295	0.3269
686	1301	0.0274
1305	1306	0.0002
1307	1308	0.3709
1310	436	0.3982
751	1318	0.0001
1319	1320	0.1296
1322	1323	0.7142
863	1328	0.0502
1329	1330	0.5658
1337	1338	0.2326
1340	1341	0.0375
1342	1343	0.0050
1346	1347	0.0111
1355	155	0.0426
1358	106	0.3506
1359	1360	0.2057
930	1361	0.0097
1365	1366	0.0263
1370	1371	0.0872
1382	1383	0.0621
1385	1386	0.0244
1387	1388	0.0129
1392	1393	0.1493
567	956	0.0169
1401	1402	0.3367
1413	1414	0.0126
1416	129	0.0112
1243	1417	0.0382
1280	1418	0.0148
1423	1424	0.1152
1425	1426	0.1329
1429	1430	0.2000
1438	1439	0.6899
1445	1446	0.2188
1449	59	0.0400
1450	1451	0.0303
1453	1454	0.0551
1455	1456	0.0008
1458	1459	0.1111
1461	1462	0.0114
1467	637	0.0710
979	1470	0.2500
1471	1472	0.0003
1473	1474	0.0129
1477	1478	0.0843
1479	1480	0.1427
1482	1483	0.0505
1484	894	0.1527
1491	151	0.0010
684	1492	0.1013
1493	935	0.5455
1498	1499	0.1773
1507	1508	0.0179
1511	1512	0.0152
1513	1514	0.4574
1516	624	0.0098
1518	1519	0.4845
1522	1523	0.0211
1339	1524	0.1774
1537	1538	0.0543
1542	838	0.0433
1545	1546	0.0468
489	1549	0.0213
1551	928	0.0455
1552	1553	0.1417
1554	531	0.0303
1555	69	0.2679
1556	1557	0.0003
1560	1561	0.0232
1564	1565	0.3528
1576	612	0.0233
1578	1579	0.0521
1581	1582	0.0552
1584	1257	0.0083
1585	1586	0.0769
1590	1591	0.0426
1593	1594	0.0306
1603	1604	0.0506
1209	1605	0.0217
1606	1607	0.1274
1608	1609	0.0667
1621	1622	0.0909
1623	1624	0.2500
1625	1626	0.1031
122	1629	0.1053
1630	1631	0.0401
95	1632	0.0309
1633	6	0.1832
1637	1638	0.0321
1640	941	0.0085
1645	1646	0.1323
1647	1648	0.0057
1652	1653	0.3333
1654	1655	0.1000
321	1658	0.7004
1660	1661	0.0196
1662	1663	0.5000
1665	858	0.0195
1666	1667	0.2489
1668	1669	0.0476
1671	1672	0.3321
1673	446	0.5531
1675	1676	0.1137
1678	1679	0.2837
261	1680	0.0370
1681	1682	0.7211
1685	1686	0.0114
1694	1695	0.0001
1698	1699	0.6889
69	1700	0.1182
1701	1702	0.0734
1379	1703	0.0002
1704	1439	0.0588
1707	1708	0.1007
683	682	0.1667
1711	1336	0.0337
1712	1713	0.0130
1714	1715	0.0667
1716	1386	0.0002
1719	1720	0.1550
1721	1722	0.0036
1724	638	0.0922
722	1725	0.0082
1728	1113	0.0052
942	1729	0.0003
1730	1731	0.1023
71	1563	0.1173
1732	1733	0.1021
1740	1741	0.0066
1746	1747	0.0213
1748	1749	0.2806
1752	1753	0.0934
1758	1759	0.2644
1463	1764	0.0155
1765	1766	0.0645
1768	1769	0.0649
1770	1771	0.0001
1777	1778	0.3636
1779	1571	0.0827
1782	1783	0.0442
1785	1786	0.0217
1787	69	0.2659
1789	1341	0.0455
1801	1802	0.0994
1803	1804	0.0334
1805	19	0.0159
1806	1807	0.1936
1810	1098	0.0229
1816	1817	0.1016
1819	1820	0.0278
1821	1822	0.0101
1823	1824	0.4000
1829	1553	0.3888
1833	1834	0.0814
1836	1837	0.1684
1838	1839	0.0283
1840	1841	0.2222
33	1847	0.0428
327	1848	0.1502
1852	1853	0.3333
1818	1857	0.0023
1859	1860	0.4899
1454	1864	0.0536
1865	1866	0.1538
1871	1872	0.1216
1875	1876	0.3351
1877	1058	0.1186
1878	1879	0.2713
1880	1881	0.0010
1882	1883	0.0323
742	1884	0.0909
1885	552	0.1028
1886	1887	0.1613
72	1893	0.0144
1900	1901	0.2164
1908	535	0.0001
1910	69	0.2073
1919	684	0.1589
1920	1921	0.0092
1924	1925	0.2116
225	1926	0.0015
1929	1930	0.1110
1931	813	0.0714
206	264	0.0004
1935	1936	0.4124
1940	284	0.0002
116	1941	0.0219
1943	1848	0.2490
1924	1948	0.0010
720	1257	0.0003
1291	1950	0.2948
1952	882	0.0923
1953	1954	0.1667
1955	1872	0.0735
1960	913	0.1250
1961	1962	0.1221
1965	1676	0.1510
1456	1859	0.0500
1972	1973	0.1253
1978	1550	0.0909
1952	1979	0.0011
919	1985	0.1184
1986	1987	0.1202
1988	1989	0.0001
1003	1996	0.6863
637	2001	0.0196
2012	1098	0.0038
2014	2015	0.0261
2016	1360	0.0005
1387	1360	0.0024
2025	2026	0.0206
2027	2028	0.0249
2044	2045	0.1111
2047	2048	0.0130
2051	2052	0.4286
274	1448	0.1099
2053	2054	0.0002
2057	2058	0.0165
2060	2061	0.0910
2066	2067	0.0225
2070	2071	0.3363
2078	2079	0.0373
2082	2083	0.0341
903	2093	0.0296
116	2098	0.0524
819	827	0.0722
2105	2106	0.0443
2107	2108	0.0211
114	2109	0.0561
2113	2114	0.0780
2117	2050	0.0207
1303	2118	0.0887
80	2121	0.0364
2122	31	0.0093
642	2131	0.0128
2138	2139	0.0720
2148	2149	0.0337
589	83	0.0072
2151	2152	0.1655
2153	2154	0.7389
2156	2157	0.1499
2158	2159	0.1154
2162	2163	0.0558
2165	2166	0.2364
2172	2173	0.0909
2174	851	0.0024
2179	1753	0.0057
769	2180	0.0001
2191	2192	0.3043
2194	2195	0.0001
2196	2197	0.0430
2198	2199	0.0295
2200	2058	0.0296
2206	1596	0.0001
2207	2208	0.0296
1949	2214	0.0365
892	2217	0.0287
627	2222	0.0081
2230	2231	0.0435
1218	2232	0.0202
2234	2235	0.1444
2236	2237	0.6667
2240	2241	0.0909
2244	2049	0.0708
2245	2246	0.0385
343	746	0.0656
2248	2039	0.1923
2249	2250	0.0345
2251	2252	0.0244
2253	2254	0.3259
2255	2256	0.1667
1779	1507	0.0001
1282	2141	0.0555
567	1023	0.0851
2260	2261	0.0375
2262	2263	0.1250
2268	1638	0.0844
2270	2271	0.0081
942	742	0.0004
2272	2273	0.2151
2274	865	0.0222
2275	2276	0.0357
2277	145	0.0278
2278	2279	0.0048
2280	2281	0.1718
2289	2290	0.1429
2291	2292	0.0332
2294	2295	0.1756
1702	2298	0.1029
739	2302	0.3185
2308	2309	0.3173
2313	2314	0.2078
1615	2315	0.0315
2316	563	0.0067
2318	2319	0.1925
1205	2320	0.0231
2321	1546	0.0239
551	496	0.0137
1249	2322	0.0822
2325	1553	0.2067
2326	2327	0.0341
2328	1581	0.1053
2155	2331	0.0189
2337	2338	0.1000
2342	2343	0.0172
2344	2345	0.1111
1894	366	0.0026
1076	1812	0.0153
2348	2349	0.0593
2350	2351	0.0018
73	581	0.0001
2357	2358	0.0253
2368	173	0.0005
2369	2370	0.4348
2372	2373	0.0075
2375	297	0.0398
486	2122	0.1085
1194	2379	0.0246
1015	2383	0.6252
2384	328	0.0113
2385	2386	0.0014
2387	2388	0.0740
2394	2395	0.0007
2398	2399	0.1250
489	2400	0.0417
2408	2409	0.0833
2414	2415	0.3134
2424	2425	0.0159
1794	2429	0.0033
2430	2431	0.0614
2432	926	0.0139
2433	2273	0.0020
446	2434	0.0070
2436	2437	0.0545
2438	1386	0.1814
2441	2442	0.1623
2443	2444	0.7030
888	876	0.0001
823	2446	0.2746
2447	380	0.0357
2437	900	0.0228
2448	2449	0.5000
2453	1702	0.0002
2454	2455	0.0627
1972	2458	0.1916
2465	666	0.0385
2469	2470	0.0460
746	2471	0.0015
170	2045	0.1250
2473	2474	0.0012
2476	2477	0.0145
2479	2480	0.3104
2194	2484	0.0140
2486	2487	0.0234
863	2050	0.0231
2490	2491	0.0408
1959	2493	0.1570
2494	2495	0.0323
2498	2499	0.2857
2501	1098	0.0001
2502	2503	0.1005
134	2509	0.0098
1408	2510	0.0017
643	39	0.0001
2512	2030	0.0022
2513	2514	0.0907
2070	2515	0.1252
2516	1448	0.0004
1825	2520	0.0651
2524	2525	0.1797
969	2419	0.0079
2528	2043	0.1111
2529	2530	0.4700
1005	1486	0.1131
1836	1550	0.2498
747	391	0.0005
2542	2543	0.0372
129	2383	0.1768
2112	411	0.5133
2137	2553	0.0723
2057	1344	0.0152
2557	2558	0.0457
2561	488	0.0007
192	2570	0.0250
27	2411	0.0439
991	2571	0.0579
2574	619	0.0142
2577	2578	0.0001
471	2579	0.0168
2580	794	0.0829
642	1123	0.0008
2584	2585	0.5694
1396	2587	0.2500
2591	2592	0.1111
2594	29	0.0073
2595	2596	0.3333
2597	482	0.0781
2067	2598	0.0048
2599	2600	0.0175
101	2603	0.0220
1486	655	0.0086
2605	2606	0.0018
2609	2610	0.0572
800	2613	0.0152
2614	2615	0.2414
2619	2620	0.0216
2468	1024	0.1309
2625	2626	0.1552
140	2627	0.0150
2205	1763	0.4191
2631	2632	0.1232
2642	2643	0.0997
656	2644	0.0935
1386	2648	0.0013
1834	2653	0.0342
2656	115	0.1825
2657	464	0.0015
1209	2662	0.0126
1400	918	0.0677
2663	2664	0.0231
2671	2672	0.8279
2675	2676	0.0287
2681	2682	0.0461
2683	2684	0.1403
2685	1936	0.6982
2687	768	0.0275
1434	2694	0.0091
2697	1507	0.0010
2698	2699	0.0670
2700	2701	0.0578
631	391	0.0818
2485	2466	0.0002
2704	2705	0.5000
2709	2176	0.1529
1016	1600	0.0373
1805	2711	0.0464
2713	987	0.0400
2714	984	0.2161
2720	2721	0.4262
571	1116	0.0909
95	2730	0.1440
2733	1812	0.0508
2734	2735	0.0115
2741	2742	0.0400
1025	2743	0.0896
2744	701	0.2503
2745	2746	0.1774
1075	2747	0.6218
2750	2751	0.0149
2752	2753	0.0020
2756	2757	0.1185
2758	2759	0.0222
1264	366	0.0372
2762	2763	0.1228
2765	2766	0.1127
681	2767	0.0003
1818	2768	0.0806
2769	2770	0.5000
2775	522	0.0142
2776	1650	0.0103
2782	2783	0.0091
2784	1565	0.2354
2785	1280	0.0637
2786	2787	0.0001
2788	2789	0.5000
2796	184	0.0132
530	2799	0.1021
406	2800	0.0400
2801	925	0.0692
1143	173	0.2269
2802	2803	0.0370
2805	2806	0.0500
2813	1006	0.1389
2815	171	0.5000
1636	697	0.1397
2818	1828	0.1847
2819	2820	0.0211
2823	2824	0.0090
2827	1747	0.0632
1231	2834	0.1201
2837	1448	0.0054
2839	2840	0.3008
2843	2844	0.0096
2864	71	0.0059
2865	1123	0.0031
2866	2867	0.0909
204	2868	0.5000
309	2873	0.0160
2876	2877	0.9828
2887	2888	0.1429
2891	1006	0.6982
2860	2892	0.0145
2897	2898	0.0714
2904	566	0.1153
2905	47	0.2785
1972	2906	0.2500
2910	2911	0.2423
2917	2918	0.5941
1073	2923	0.0077
2146	1098	0.1207
2391	2924	0.0077
2925	2926	0.0552
2928	2929	0.0155
2930	2925	0.0010
2935	2936	0.0196
2937	2901	0.0055
2948	2949	0.0309
1403	1934	0.1250
2954	2955	0.2500
2959	2960	0.2000
2962	2237	0.2303
2966	1826	0.1596
2195	2221	0.7165
2974	2975	0.0571
2976	2977	0.2000
2978	1869	0.1642
1473	1282	0.0606
2983	2984	0.0029
2985	2986	0.2573
2990	2991	0.2500
2995	2996	0.5820
1488	2999	0.0138
1652	3000	0.1978
3001	3002	0.0408
3003	3004	0.0909
88	3014	0.0007
3016	3017	0.0939
3018	2383	0.0783
3019	3020	0.0451
3022	1676	0.1018
3023	3024	0.0116
3027	3028	0.1060
3029	3030	0.0034
3031	850	0.1446
2894	3032	0.0928
938	3035	0.0386
3036	3037	0.5000
3038	3039	0.0597
3043	2971	0.0625
3050	3051	0.4455
3058	735	0.1143
3066	3067	0.0003
3071	3072	0.1428
3079	3080	0.0064
2786	3081	0.0055
3087	3088	0.0168
635	2050	0.0157
3090	2577	0.0073
3092	3093	0.0833
2470	2050	0.0787
3095	3096	0.1250
3099	3051	0.0983
3100	474	0.0002
3101	3102	0.0085
306	958	0.1412
2608	3108	0.2427
3110	3111	0.1549
3112	724	0.0003
3113	2217	0.0416
3114	3115	0.3717
3116	3117	0.3220
3118	2490	0.0168
778	3120	0.0384
365	364	0.0493
2937	3125	0.0080
3128	3129	0.0001
3134	3135	0.0487
2785	943	0.0001
3136	891	0.0207
2755	591	0.2329
3141	1205	0.0167
3031	3141	0.0006
987	391	0.1198
3144	3145	0.1112
475	3146	0.0356
3150	3151	0.0884
656	3153	0.0143
2015	2786	0.5560
3154	3155	0.2034
3156	3157	0.1429
3158	2260	0.1145
3159	3160	0.0625
3161	3162	0.0556
1029	3163	0.0280
3164	3165	0.0186
3166	300	0.0909
3169	3170	0.0052
2358	3175	0.0151
2763	129	0.0005
3181	3182	0.0048
3183	3184	0.0008
1345	2832	0.1572
1395	2254	0.2760
3187	3188	0.2000
2766	3191	0.2234
3192	692	0.0262
3194	348	0.0364
1454	3195	0.2848
3196	3197	0.4000
953	3199	0.1250
3202	3203	0.0124
3204	3205	0.5553
3206	3207	0.0048
3208	3209	0.0029
3213	39	0.0120
2606	3216	0.0039
182	1282	0.0347
2210	3217	0.1899
3218	3219	0.0888
1408	2920	0.0013
3224	2282	0.1370
3225	3226	0.0053
3228	3229	0.0318
3231	3232	0.2000
3233	2217	0.0019
3234	3235	0.0001
225	3239	0.2538
2758	3245	0.0495
2384	3246	0.0256
3249	3250	0.2790
2295	110	0.2545
3254	3255	0.0002
2116	3257	0.0714
3258	1373	0.0257
3260	3261	0.2298
3262	3202	0.0208
3263	3264	0.1172
3268	3269	0.0525
1212	1301	0.0001
1554	2799	0.6436
882	3271	0.0054
1768	2777	0.3479
3272	3273	0.0088
1539	1526	0.1667
3274	3275	0.0150
3285	3247	0.0679
3286	568	0.2659
3287	287	0.0039
3288	639	0.1666
1224	75	0.4759
3309	1104	0.0027
3310	706	0.0314
3311	77	0.2632
3316	3317	0.0017
3318	2217	0.0934
3319	3320	0.2039
3321	200	0.0770
3330	3331	0.0448
3332	25	0.1253
3333	1098	0.0080
391	39	0.0024
3336	3337	0.1111
1985	3338	0.1208
558	3345	0.0740
3346	1165	0.1001
3347	1161	0.0003
601	3348	0.0253
1079	1749	0.1627
1301	3351	0.0001
446	1428	0.1300
763	3354	0.0046
3355	3356	0.2074
3358	3359	0.1258
3360	3361	0.0151
3362	3363	0.1417
3371	3372	0.0397
3373	3374	0.0013
591	39	0.2019
1644	3375	0.1506
1243	1237	0.0001
1563	433	0.0562
3379	3380	0.0580
257	256	0.0607
2118	3387	0.0133
1874	3388	0.0010
3393	3394	0.0349
3397	1284	0.0270
3398	3399	0.0541
1999	3400	0.0108
3402	3403	0.2258
3404	3405	0.1574
3407	1018	0.2231
3410	1926	0.0783
1002	3411	0.6765
3412	3413	0.0556
1370	3419	0.0123
3420	608	0.0005
3193	3422	0.2470
3056	3426	0.0263
3427	3428	0.2467
149	1472	0.1266
3431	3432	0.0155
192	3436	0.0181
3440	3441	0.1429
3444	1985	0.0509
712	3445	0.1687
3450	3451	0.1027
74	3452	0.0132
370	1944	0.2857
1456	3457	0.1000
3458	3459	0.0357
3460	3461	0.0015
3464	1454	0.0361
3466	3467	0.1018
3468	3469	0.0022
2826	432	0.0012
3474	3475	0.0051
3476	3477	0.2519
3482	3483	0.0208
3484	3329	0.0404
3487	1318	0.0312
3488	3489	0.0060
2521	3375	0.0919
3490	2177	0.3333
3491	3492	0.0184
843	3240	0.0761
328	2522	0.0254
3498	3499	0.0278
192	3506	0.0017
3509	3510	0.0609
3511	3512	0.1615
3514	342	0.0001
3407	3516	0.0023
3518	1116	0.0024
3519	3520	0.3333
3525	409	0.0935
23	2536	0.2000
2055	3526	0.0549
1394	1074	0.0512
3532	3533	0.1104
1304	3254	0.0640
3536	3537	0.2193
3538	3539	0.2743
3545	3409	0.4988
1156	2838	0.0175
2280	3548	0.0833
3550	2015	0.1022
3551	2805	0.0497
3552	1769	0.0113
3555	2805	0.1113
292	3560	0.0048
3132	115	0.0105
3561	3562	0.8498
3563	3564	0.1924
406	463	0.0686
3565	1596	0.0006
3570	1785	0.0332
209	2686	0.0198
3583	3584	0.3706
3587	3588	0.0002
1120	3591	0.1494
3595	3596	0.5523
1539	3598	0.0690
3599	3600	0.5365
3601	3602	0.0033
3563	1683	0.0735
3603	3604	0.3333
3605	1556	0.0101
1216	3606	0.2160
1386	3607	0.0104
3608	658	0.0270
3609	3045	0.3300
2391	3610	0.0073
735	3621	0.0129
3622	3623	0.0957
3630	2480	0.2563
2095	3631	0.3044
3635	352	0.0001
207	3636	0.1111
980	3639	0.0001
3642	3643	0.1318
1722	2699	0.1673
2605	3648	0.3000
3650	3651	0.1157
2359	3653	0.4833
3657	3658	0.2222
3659	3660	0.0523
638	2458	0.1494
2977	2976	0.0553
3661	3409	0.0021
3327	3662	0.1043
3663	3664	0.1846
3668	921	0.0152
3669	3670	0.2946
1818	2699	0.2993
3672	191	0.0285
3464	1819	0.0402
3684	3685	0.2554
432	1015	0.0007
3686	1553	0.0400
3687	3688	0.0248
3690	3691	0.0173
3711	1385	0.0002
532	3714	0.3333
3717	3718	0.2499
3719	157	0.0228
3720	3721	0.1418
3722	3723	0.0782
10	1194	0.0115
3728	1826	0.0097
3729	3730	0.0367
844	2808	0.4900
3731	3732	0.0209
3735	785	0.0008
3741	145	0.0346
3742	3743	0.0284
3745	3746	0.2500
3747	3748	0.1351
3754	3755	0.3198
2594	3209	0.0996
8	3760	0.3059
3762	3505	0.0080
3763	3764	0.0625
457	1006	0.0437
3769	3770	0.3926
843	3771	0.0556
3772	3773	0.2047
3774	3775	0.0693
2837	2058	0.0058
3777	3778	0.1250
3779	1507	0.1312
3780	3781	0.1567
3782	832	0.0094
3784	1257	0.0011
327	3785	0.0896
3786	270	0.1245
3787	2960	0.1828
3788	2837	0.0876
3789	3790	0.0003
180	2058	0.0133
3791	3792	0.0952
1690	902	0.2426
3793	3794	0.0021
3795	3796	0.0001
3799	3800	0.0068
1882	1730	0.0403
3802	3803	0.1049
3805	3683	0.0001
3814	1205	0.0005
3819	3820	0.0207
1343	3821	0.0084
2877	3552	0.0085
3826	2441	0.0763
2712	1098	0.2882
3423	757	0.0820
54	3833	0.0003
3836	3837	0.1585
3838	3839	0.0408
3840	433	0.1124
3843	1371	0.2147
593	3844	0.0228
3846	3602	0.0003
3849	3850	0.2956
3851	3264	0.6370
3858	3859	0.0080
3860	3861	0.4989
3865	3866	0.2262
3867	3868	0.2368
3870	1753	0.0404
3874	3875	0.0032
3878	2803	0.0919
3888	3889	0.3219
3894	3436	0.0014
3895	2922	0.2446
3896	3897	0.3243
3694	2560	0.0001
1839	1053	0.0420
3902	3903	0.1413
1630	3906	0.0302
3908	785	0.0121
3909	3910	0.0023
3916	3917	0.0637
7	3918	0.1177
2778	3355	0.8586
366	3922	0.0115
3925	3204	0.4425
3929	2230	0.0716
3930	2154	0.0531
1056	3931	0.0001
3933	3934	0.0181
2835	3935	0.0542
3937	3770	0.1972
3345	3938	0.0012
2718	2058	0.0798
3940	3653	0.0133
487	1985	0.0478
3944	3945	0.0630
3948	3949	0.7334
3951	1008	0.6861
3952	3953	0.0215
3503	3954	0.0196
1265	1582	0.0001
3959	1140	0.7719
3964	3965	0.2981
3968	3969	0.1070
3588	7	0.0044
3970	3971	0.1667
3552	3972	0.0002
3977	933	0.2340
2225	3983	0.1569
3985	3986	0.0380
3989	1759	0.0262
3990	1424	0.0833
3991	3992	0.1762
1246	3993	0.0259
3994	3995	0.0032
2095	3998	0.3333
3999	4000	0.0130
1900	1199	0.0033
4006	4007	0.3306
3940	4008	0.0138
2057	1448	0.0128
2785	1295	0.3909
4009	1081	0.0001
4010	4011	0.0833
4016	4017	0.1403
4019	39	0.0106
4021	4022	0.0333
2468	3384	0.2746
4024	4025	0.0529
1166	3709	0.0035
4026	217	0.2188
3567	3533	0.1877
1160	4029	0.0114
1264	630	0.0390
1983	4030	0.0323
3636	4031	0.0288
4033	4034	0.0769
1265	4035	0.1632
4036	4037	0.0729
4039	1002	0.0966
4040	3329	0.1742
4041	4042	0.0370
4017	19	0.1245
4046	4047	0.1429
4049	950	0.0110
5	4051	0.1818
4052	4053	0.2279
3169	4054	0.0322
4055	1567	0.1177
4059	1604	0.2591
3243	4062	0.0207
4064	4065	0.0319
4066	1117	0.0945
998	4067	0.3223
3787	671	0.7312
4068	1507	0.0231
4078	865	0.0833
3272	4079	0.0112
4083	4084	0.0152
132	7	0.3535
4093	1098	0.0010
3970	1355	0.0555
2087	4100	0.0409
1539	4102	0.0051
408	4103	0.0117
4107	4108	0.0281
4110	1533	0.0008
3194	4111	0.0452
1777	4112	0.1000
1506	4114	0.3359
2453	4117	0.0051
4123	4124	0.0562
2589	3612	0.0464
4127	4128	0.1493
4129	4130	0.1025
4133	4134	0.0024
1074	4135	0.0143
4137	4138	0.0838
1337	4142	0.1297
4144	861	0.0981
4145	1971	0.0057
4154	4155	0.5000
2401	3194	0.0118
4160	65	0.3085
4161	2835	0.0585
4164	3565	0.2314
2731	4167	0.1649
4148	2580	0.2500
4168	4169	0.0003
4172	4173	0.0802
64	1507	0.1050
4176	4177	0.9167
4178	4179	0.0384
1839	4180	0.0444
2535	1015	0.1897
993	4190	0.0179
4192	4193	0.1156
496	3820	0.0660
4201	4202	0.0358
4204	3680	0.0161
4211	4212	0.0435
2016	865	0.0113
4215	4216	0.0667
3567	2496	0.0145
4217	785	0.1617
1922	4221	0.1111
1948	1482	0.0018
4223	4224	0.4807
3753	1030	0.0162
4234	3965	0.3116
4236	4237	0.0400
4240	4241	0.0015
80	221	0.3093
1854	3963	0.0032
3792	3798	0.0001
